10000814	1
10000817	2
10000824	3
10000938	4
10000951	5
10001354	6
10001401	7
10047536	8
10047801	9
10048166	10
10048423	11
10048680	12
10048736	13
10048825	14
10048839	15
10049795	16
10060311	17
10060315	18
10060753	19
10074468	20
10144352	21
10172510	22
10175207	23
10187583	24
10198805	25
10198807	26
10198834	27
10198844	28
10198902	29
10198926	30
10198946	31
10198951	32
10198993	33
10199019	34
10199031	35
10199038	36
10199055	37
10199341	38
10199342	39
10282493	40
10282494	41
10282495	42
10282507	43
10282546	44
10282555	45
10282601	46
10282602	47
10316083	48
10332385	49
10332391	50
10342930	51
10342945	52
10342986	53
10343101	54
10343586	55
10343595	56
10343601	57
10343604	58
10343612	59
10343642	60
10343673	61
10343686	62
10343714	63
10343747	64
10343762	65
10343792	66
10343807	67
10343812	68
10343826	69
10343830	70
10343847	71
10343857	72
10343858	73
10343860	74
10343895	75
10343949	76
10343966	77
10343978	78
10343997	79
10343999	80
10344543	81
10344563	82
10344573	83
10344583	84
10345019	85
10345039	86
10345385	87
10345511	88
10345512	89
10345514	90
10345608	91
10345620	92
10354791	93
10354826	94
10354879	95
10354880	96
10354930	97
10354977	98
10354994	99
10354996	100
10355004	101
10355007	102
10355009	103
10355014	104
10355015	105
10355020	106
10355037	107
10355039	108
10355041	109
10355054	110
10355058	111
10355071	112
10355079	113
10355081	114
10355093	115
10355111	116
10355171	117
10355196	118
10416166	119
10416168	120
10416169	121
10416170	122
10416215	123
10416252	124
10416253	125
10416292	126
10416522	127
10416583	128
10416593	129
10416595	130
10416646	131
10416653	132
10416673	133
10426662	134
10426692	135
10426706	136
10426715	137
10426722	138
10426732	139
10426737	140
10426793	141
10426813	142
10426829	143
10426879	144
10426893	145
10427031	146
10427058	147
10427059	148
10427069	149
10427086	150
10427163	151
10427213	152
10427377	153
10427837	154
10427838	155
10427839	156
10428197	157
10428245	158
10428264	159
10428298	160
10428315	161
10428320	162
10428333	163
10428340	164
10428420	165
10428430	166
10428431	167
10428446	168
10428891	169
10428892	170
10428928	171
10428963	172
10428988	173
10429077	174
10429086	175
10429100	176
10429102	177
10429139	178
10429150	179
10429187	180
10429628	181
10429680	182
10429684	183
10429732	184
10429734	185
10429767	186
10429806	187
10429807	188
10429813	189
10429842	190
10429859	191
10429893	192
10429895	193
10429912	194
10429920	195
10429948	196
10429954	197
10429956	198
10429963	199
10429972	200
10430007	201
10430387	202
10430415	203
10430607	204
10430672	205
10430692	206
10430703	207
